YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2016,2016,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,,Number,506,506,,,,,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,NMBR,GENDER,GENF
2015,2015,OH,Ohio,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,16.4,16.4,,,15.3,17.4,Gender,Male,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC6_0,CRDRATE,GENDER,GENM
2019,2019,WY,Wyoming,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),,56,ALC,ALC1_1,CRDPREV,RACE,WHT
2015,2015,MS,Mississippi,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-89.53803082499968 32.745510099000455),,28,ALC,ALC1_1,CRDPREV,RACE,AIAN
2011,2011,CT,Connecticut,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,ALC,ALC1_2,CRDPREV,OVERALL,OVR
2018,2018,KS,Kansas,NVSS,Alcohol,Chronic liver disease mortality,,,Number,100,100,,,,,Gender,Female,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC6_0,NMBR,GENDER,GENF
2018,2018,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2011,2011,DC,District of Columbia,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC6_0,NMBR,RACE,AIAN
2014,2014,IN,Indiana,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,6,6,,,3.9,8.8,Race/Ethnicity,Hispanic,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC6_0,CRDRATE,RACE,HIS
2015,2015,ND,North Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,9,9,,,6.2,12.6,Gender,Female,,,,,POINT (-100.11842104899966 47.47531977900047),,38,ALC,ALC6_0,CRDRATE,GENDER,GENF
2011,2011,FL,Florida,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,5.4,5.4,,,4.6,6.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC6_0,CRDRATE,RACE,BLK
2016,2016,OH,Ohio,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.7,7.7,,,7,8.3,Gender,Female,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC6_0,AGEADJRATE,GENDER,GENF
2011,2011,AZ,Arizona,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,4,ALC,ALC1_2,CRDPREV,OVERALL,OVR
2014,2014,DE,Delaware,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,9.1,9.1,,,6.6,12.2,Gender,Female,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC6_0,CRDRATE,GENDER,GENF
2017,2017,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,,Number,616,616,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),,1,ALC,ALC6_0,NMBR,RACE,WHT
2010,2010,MT,Montana,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,15.1,15.1,,,11.9,18.9,Gender,Male,,,,,POINT (-109.42442064499971 47.06652897200047),,30,ALC,ALC6_0,CRDRATE,GENDER,GENM
2018,2018,MD,Maryland,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC1_2,CRDPREV,RACE,MRC
2014,2014,DE,Delaware,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC6_0,NMBR,RACE,API
2017,2017,TN,Tennessee,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,28.1,28.1,,,25.1,31.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,ALC,ALC1_1,CRDPREV,RACE,WHT
2015,2015,MN,Minnesota,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),,27,ALC,ALC2_1,CRDPREV,OVERALL,OVR
2017,2017,OK,Oklahoma,NVSS,Alcohol,Chronic liver disease mortality,,,Number,28,28,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC6_0,NMBR,RACE,HIS
2019,2019,OR,Oregon,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Gender,Male,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC1_1,CRDPREV,GENDER,GENM
2014,2014,OR,Oregon,Legal Research,Alcohol,Local authority to regulate alcohol outlet density,,,Local control of the regulation of alcohol outlet density,Category 5 - State had nearly exclusive state alcohol retail licensing,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC10_0,LCLCNTRLALC,OVERALL,OVR
2019,2019,AR,Arkansas,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,38.6,38.6,,,26,52.8,Race/Ethnicity,Hispanic,,,,,POINT (-92.27449074299966 34.74865012400045),,5,ALC,ALC1_2,CRDPREV,RACE,HIS
2011,2011,MO,Missouri,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC6_0,AGEADJRATE,RACE,HIS
2019,2019,NC,North Carolina,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,14,14,,,11.3,17.3,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,ALC,ALC2_1,CRDPREV,GENDER,GENF
2020,2020,KY,Kentucky,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,12.5,12.5,,,11,14,Gender,Female,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC6_0,CRDRATE,GENDER,GENF
2011,2011,CO,Colorado,NVSS,Alcohol,Chronic liver disease mortality,,,Number,424,424,,,,,Gender,Male,,,,,POINT (-106.13361092099967 38.843840757000464),,8,ALC,ALC6_0,NMBR,GENDER,GENM
2016,2016,CA,California,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,17.3,17.3,,,16.6,17.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),,6,ALC,ALC6_0,CRDRATE,RACE,WHT
2020,2020,ME,Maine,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC6_0,CRDRATE,RACE,API
2019,2019,OH,Ohio,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,15.1,15.1,,,14.3,15.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC6_0,CRDRATE,RACE,WHT
2010,2010,OH,Ohio,NVSS,Alcohol,Chronic liver disease mortality,,,Number,28,28,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC6_0,NMBR,RACE,HIS
2010,2010,MS,Mississippi,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-89.53803082499968 32.745510099000455),,28,ALC,ALC6_0,AGEADJRATE,RACE,HIS
2012,2012,MO,Missouri,NVSS,Alcohol,Chronic liver disease mortality,,,Number,518,518,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC6_0,NMBR,RACE,WHT
2013,2013,ND,North Dakota,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,ALC,ALC1_2,CRDPREV,OVERALL,OVR
2019,2019,NC,North Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.2,9.2,,,6.6,12.6,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,ALC,ALC6_0,AGEADJRATE,RACE,HIS
2011,2011,NV,Nevada,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,9.3,9.3,,,7.7,11,Gender,Female,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC6_0,CRDRATE,GENDER,GENF
2019,2019,KY,Kentucky,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC6_0,NMBR,RACE,API
2018,2018,DE,Delaware,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.4,8.4,,,6.8,10.1,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR
2019,2019,MO,Missouri,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC2_1,CRDPREV,RACE,AIAN
2012,2012,MT,Montana,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,16.1,16.1,,,12.9,19.9,Gender,Male,,,,,POINT (-109.42442064499971 47.06652897200047),,30,ALC,ALC6_0,AGEADJRATE,GENDER,GENM
2012,2012,UT,Utah,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-111.58713063499971 39.360700171000474),,49,ALC,ALC1_2,CRDPREV,RACE,BLK
2012,2012,CT,Connecticut,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-72.64984095199964 41.56266102000046),,9,ALC,ALC6_0,CRDRATE,RACE,API
2014,2014,MI,Michigan,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7,7,,,6.3,7.7,Gender,Female,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC6_0,AGEADJRATE,GENDER,GENF
2015,2015,CA,California,NVSS,Alcohol,Chronic liver disease mortality,,,Number,5425,5425,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,6,ALC,ALC6_0,NMBR,OVERALL,OVR
2018,2018,CT,Connecticut,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,9.8,9.8,,,8.8,10.8,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,ALC,ALC6_0,CRDRATE,OVERALL,OVR
2020,2020,WI,Wisconsin,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),,55,ALC,ALC1_2,CRDPREV,RACE,OTH
2014,2014,HI,Hawaii,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-157.85774940299973 21.304850435000446),,15,ALC,ALC6_0,CRDRATE,RACE,AIAN
2013,2013,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2015,2015,CO,Colorado,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-106.13361092099967 38.843840757000464),,8,ALC,ALC6_0,NMBR,RACE,AIAN
2011,2011,KY,Kentucky,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2015,2015,NE,Nebraska,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,9.5,9.5,,,7.9,11,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),,31,ALC,ALC6_0,CRDRATE,RACE,WHT
2014,2014,CT,Connecticut,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,6.4,6.4,,,4.1,9.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),,9,ALC,ALC6_0,CRDRATE,RACE,BLK
2019,2019,KY,Kentucky,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.7,10.7,,,7.7,14.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC6_0,AGEADJRATE,RACE,BLK
2014,2014,AK,Alaska,NVSS,Alcohol,Chronic liver disease mortality,,,Number,25,25,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-147.72205903599973 64.84507995700051),,2,ALC,ALC6_0,NMBR,RACE,AIAN
2019,2019,VA,Virginia,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,36.1,36.1,&,"Less than 60 respondents, interpret with caution",21.7,53.5,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-78.45789046299967 37.54268067400045),,51,ALC,ALC1_2,CRDPREV,RACE,API
2020,2020,AK,Alaska,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,74,74,,,57.9,93.2,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-147.72205903599973 64.84507995700051),,2,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2016,2016,NC,North Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,4.7,4.7,,,3.4,6.3,Race/Ethnicity,Hispanic,,,,,POINT (-79.15925046299964 35.466220975000454),,37,ALC,ALC6_0,CRDRATE,RACE,HIS
2013,2013,IN,Indiana,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC1_1,CRDPREV,OVERALL,OVR
2012,2012,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,9.9,9.9,,,8.1,11.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,CRDRATE,RACE,WHT
2020,2020,ND,North Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-100.11842104899966 47.47531977900047),,38,ALC,ALC6_0,AGEADJRATE,RACE,API
2011,2011,OH,Ohio,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC6_0,NMBR,RACE,API
2014,2014,NE,Nebraska,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-99.36572062299967 41.6410409880005),,31,ALC,ALC6_0,CRDRATE,RACE,AIAN
2020,2020,NV,Nevada,NVSS,Alcohol,Chronic liver disease mortality,,,Number,40,40,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC6_0,NMBR,RACE,BLK
2017,2017,KS,Kansas,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.2,29.2,,,24.8,34.1,Gender,Male,,,,,POINT (-98.20078122699965 38.34774030000045),,20,ALC,ALC1_1,CRDPREV,GENDER,GENM
2012,2012,TN,Tennessee,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-85.77449091399967 35.68094058000048),,47,ALC,ALC1_2,CRDPREV,RACE,AIAN
2013,2013,NY,New York,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,32.1,32.1,,,29.2,35.2,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC1_1,CRDPREV,GENDER,GENM
2017,2017,WV,West Virginia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,29.6,29.6,,,25.6,33.9,Gender,Male,,,,,POINT (-80.71264013499967 38.66551020200046),,54,ALC,ALC1_1,CRDPREV,GENDER,GENM
2017,2017,AL,Alabama,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-86.63186076199969 32.84057112200048),,1,ALC,ALC1_1,CRDPREV,RACE,HIS
2013,2013,MA,Massachusetts,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,10.6,10.6,,,9.7,11.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC6_0,CRDRATE,RACE,WHT
2012,2012,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,,Number,303,303,,,,,Gender,Male,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,NMBR,GENDER,GENM
2015,2015,AZ,Arizona,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,41.7,41.7,,,33.8,50.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),,4,ALC,ALC1_1,CRDPREV,RACE,WHT
2013,2013,CA,California,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.8,11.8,,,11.5,12.2,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,6,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR
2010,2010,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.5,7.5,,,5.7,9.7,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENF
2017,2017,NV,Nevada,NVSS,Alcohol,Chronic liver disease mortality,,,Number,338,338,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC6_0,NMBR,RACE,WHT
2016,2016,CT,Connecticut,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,48.1,48.1,,,42.8,53.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),,9,ALC,ALC1_2,CRDPREV,RACE,BLK
2015,2015,IL,Illinois,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,39.3,39.3,,,33.4,45.6,Race/Ethnicity,Hispanic,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC1_2,CRDPREV,RACE,HIS
2019,2019,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,API
2017,2017,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,,Number,122,122,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),,1,ALC,ALC6_0,NMBR,RACE,BLK
2018,2018,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,NMBR,RACE,API
2011,2011,MD,Maryland,NVSS,Alcohol,Chronic liver disease mortality,,,Number,297,297,,,,,Gender,Male,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC6_0,NMBR,GENDER,GENM
2013,2013,MN,Minnesota,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-94.79420050299967 46.35564873600049),,27,ALC,ALC6_0,NMBR,RACE,HIS
2017,2017,NY,New York,NVSS,Alcohol,Chronic liver disease mortality,,,Number,309,309,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC6_0,NMBR,RACE,HIS
2020,2020,AZ,Arizona,NVSS,Alcohol,Chronic liver disease mortality,,,Number,866,866,,,,,Gender,Male,,,,,POINT (-111.76381127699972 34.865970280000454),,4,ALC,ALC6_0,NMBR,GENDER,GENM
2014,2014,MD,Maryland,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,4.7,4.7,,,3.9,5.4,Gender,Female,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC6_0,AGEADJRATE,GENDER,GENF
2013,2013,NC,North Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,32.7,32.7,,,28.6,37.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),,37,ALC,ALC1_1,CRDPREV,RACE,WHT
2012,2012,PA,Pennsylvania,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,27.3,27.3,&,"Less than 60 respondents, interpret with caution",13.6,47.2,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC1_2,CRDPREV,RACE,API
2012,2012,NY,New York,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC6_0,NMBR,RACE,AIAN
2012,2012,CT,Connecticut,NVSS,Alcohol,Chronic liver disease mortality,,,Number,271,271,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),,9,ALC,ALC6_0,NMBR,RACE,WHT
2010,2010,ND,North Dakota,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,ALC,ALC6_0,AGEADJRATE,RACE,BLK
2019,2019,CA,California,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,4.2,4.2,,,3.7,4.7,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-120.99999953799971 37.63864012300047),,6,ALC,ALC6_0,CRDRATE,RACE,API
2014,2014,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,CRDRATE,RACE,AIAN
2016,2016,VA,Virginia,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,20.2,20.2,,,12.1,31.8,Race/Ethnicity,Hispanic,,,,,POINT (-78.45789046299967 37.54268067400045),,51,ALC,ALC1_2,CRDPREV,RACE,HIS
2020,2020,MA,Massachusetts,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC1_2,CRDPREV,RACE,OTH
2018,2018,PA,Pennsylvania,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,62.3,62.3,,,58.7,65.9,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),,42,ALC,ALC1_2,CRDPREV,OVERALL,OVR
2015,2015,SC,South Carolina,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,19.1,19.1,,,14.2,25.1,Gender,Male,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC1_1,CRDPREV,GENDER,GENM
2012,2012,NY,New York,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,2.2,2.2,,,1.5,3.1,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC6_0,CRDRATE,RACE,API
2015,2015,AL,Alabama,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-86.63186076199969 32.84057112200048),,1,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2019,2019,WY,Wyoming,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,ALC,ALC2_1,CRDPREV,OVERALL,OVR
